Software Name,File Size (MB),File Type,SHA-256 Hash,Sections,Digital Signature,VirusTotal Score,Network Activity,Permissions Requested,Fake?
OneDriveClient_261,32.87,exe,33ace5b388215909951bc0d315b383c78ccaed6b373b82465ec8f777d3727e94,4,0,13,1,1,0
SkypeInstaller_261,4.37,application/vnd.microsoft.portable-executable,a63789cbaddb51423eec9d5d57a03d9a46b3bf8a97a5f68ab8a5e1bd7eb91d54,35,0,30,0,0,0
PowerPointInstaller_261,37.51,application/vnd.microsoft.portable-executable,d07d9d646daf7e0f1610d2f6ef0776a912f575efd914295ee3188e6cc63183b7,16,0,5,1,0,0
TeamsUpdate_261,43.35,exe,a026c178ee2a3f4a82cba1f341be2e708f47279606d312b8d484d425e0c782ea,39,0,29,1,1,0
AccessRepairTool_261,32.29,application/x-executable,1cd78b3d977b296f4ce18d6f66a78d691b0d67857555fa4f9067ab764b48522f,29,0,25,0,1,0
Office365Setup_261,10.04,exe,5ea2c530ecbbb0f1050edd6a53aa2326b05061f216f1bc1ec9985dfd8bd5a658,24,1,26,0,0,0
WindowsBackup_261,16.63,application/x-executable,cbd608775e7a911a7579b6e700a8b3758093ff3d5f119b471ea9e5dca1b65bf8,30,0,31,1,0,0
AdobeInstaller_262,33.63,application/x-dosexec,eb22982741a870be599c2a1413f6d4b7d95c7621d74e233585d3a4c4f80f38f9,17,0,13,1,0,0
WinUpdatePatch_262,45.08,application/vnd.microsoft.portable-executable,20e53d7c59831f6ac9b7fdb435d28a00b5ede22f87c9f811ea4e0fffd993876f,7,0,0,0,0,0
MicrosoftWord_262,23.84,application/x-dosexec,6720762881705fb3d1a5e0f71b1c422d5157bf74ba681bedc9f7361bc48bb206,33,0,27,0,0,0
ExcelUpdater_262,4.83,application/x-executable,9da247d31156497f225ef502693b97b98f41992bd49f48425be9b26d7bb102a4,1,1,28,0,0,0
VisualStudioSetup_262,37.47,exe,06d8787cf8405ae7091b23374d78863d01e2b0160f0182a024e68d62f776dab3,27,1,4,1,1,0
EdgeUpdate_262,34.31,exe,808e283cfe9c9208b7c90a1eaf1f24a665ec5c230c2b4539f7931214b13da91f,11,1,39,0,0,0
DefenderScan_262,39.68,application/x-dosexec,50373aa721f8b4784dc124c5a37d4e2f03c9e1838e39996e077d6dc0f8a1d0e7,32,1,13,1,1,0
OutlookSync_262,42.29,application/vnd.microsoft.portable-executable,bf90bd196a53c22b92100b09c648aa01a778c8c0595d1a357cec1961b9e83a2f,19,0,25,0,0,0
OneDriveClient_262,6.89,application/vnd.microsoft.portable-executable,6d872ae869c652669dcf5e5cab93270b219a6378b440f500f2bfae55c4ae2995,28,0,31,0,1,0
SkypeInstaller_262,21.16,application/x-executable,13803ec45d9c3ce77b33af70401f35f0a789be7b42d504fa3b5b7a14b71ac3e8,5,0,44,1,1,0
PowerPointInstaller_262,10.09,application/vnd.microsoft.portable-executable,871ccc5a8eccb5fe25752ac034a34c3686140bf6a63bfb14e43d38b79f524c66,1,0,29,1,0,0
TeamsUpdate_262,22.3,application/x-executable,0db0c7eac3cf94fa39995128a04a67caaa4f08a75ed49d20cb0026f91c20ae03,28,1,39,1,1,0
AccessRepairTool_262,45.28,application/vnd.microsoft.portable-executable,1e161fdf2ef84793f5dd4247f3099ca59c2a9d74f1abcb1b1a91962ea6b91aab,31,0,22,0,1,0
Office365Setup_262,38.48,application/x-executable,2ecab2b466fb027e8274eaab6b6ef983235e4f5b3fd93ad528cb724f8eb56f0f,5,0,5,1,0,0
WindowsBackup_262,27.28,application/vnd.microsoft.portable-executable,8f5e5c4e121e4bef5765585955c21696ad078c8c9e4ce7fa22ffcda023758fe7,21,1,39,1,0,0
AdobeInstaller_263,37.22,exe,b536f92cc6bd617cd8df54b9d7c8fc63894746374d2b57eb68ab0b601c738b22,17,0,39,0,1,0
WinUpdatePatch_263,41.35,exe,d836425fd0a251ac23beba2aa7a33e83b0f5757688f5d37101460111961c47b9,40,1,3,1,1,0
MicrosoftWord_263,36.86,exe,04d4cb10fc7f3fcf55d71969ab804edf5d3dfeb106f09faa5c070bf8af64d37e,31,0,35,0,1,0
ExcelUpdater_263,43.91,exe,b5cc10de8a87e83bdba5951e38d8140465df5e2ebf937d9dcb50251602094804,17,0,42,0,0,0
VisualStudioSetup_263,36.72,application/vnd.microsoft.portable-executable,517c9c19e4c59606a9c6b159b1cb17d0c4667a2332793dc6bdbce6b84f982bf7,24,0,12,1,0,0
EdgeUpdate_263,41.96,application/x-executable,1508a38bc3ca2f5e7f1d0a7072fe64fadc85cb217c3876195896f30a621f2366,39,1,28,0,0,0
DefenderScan_263,16.77,application/x-executable,d6bbfac4662d072072b9752bd324a165341f950292e2d7fac89a36aeae12c7c8,26,0,48,0,0,0
OutlookSync_263,37.05,exe,ea037fe78dea73db131e7c8e1459ccb90471120f40879814423f59e1aabb991e,20,0,35,0,1,0
OneDriveClient_263,48.62,application/x-dosexec,0ad233b4ee4b66844f5d935231642c66180e43383bd837fc77fa93df11b68568,12,1,42,0,0,0
SkypeInstaller_263,20.23,application/x-executable,376b26776beaceb71806db64331251452719fb2560b4f6fe4b8233dde1270b0d,12,0,13,1,0,0
PowerPointInstaller_263,43.56,application/vnd.microsoft.portable-executable,c79825950b7cd6426def9107ea27a45674e0dbd1f8dc422fb3b3a9a5c1efe8bf,11,0,37,1,1,0
TeamsUpdate_263,44.62,exe,744c685124e52038bc831b6c8b77058efa3c3a19167cdf4783366d6c1a816bda,6,0,13,1,1,0
AccessRepairTool_263,36.6,application/vnd.microsoft.portable-executable,c3e16584bb632b4d7ef846ce6de55a8cbcb4ac74b7bfc3ca7203ad83c5a9cd0a,37,1,11,1,0,0
Office365Setup_263,13.7,application/x-dosexec,4a7599e4490959b44fa21ca31adf7f4e71cc468bd39e5f5d3fc0ad595bf56540,18,0,30,0,0,0
WindowsBackup_263,4.61,application/vnd.microsoft.portable-executable,5efa9ba2fd9b0d614fff3f51446c91047c502b3396b6c81019074f2babf533dc,26,1,49,0,1,0
AdobeInstaller_264,3.3,exe,878928a9afadc975835145386be357cb296806074df00e6fec532e542d7050a7,39,0,12,1,0,0
WinUpdatePatch_264,38.75,application/x-executable,885f7ef9e59542fdcb9c6986d1a2b6ab61fcbecc976361a720b2bf2699d17a06,20,1,16,0,1,0
MicrosoftWord_264,0.01,application/x-dosexec,c481eed9935c4715dda55ad431ba37848ec18c5946cad87fab0c9d99eabb13af,15,1,23,1,0,0
ExcelUpdater_264,36.09,exe,dd074c2b333377f1de547209b735e4dc9f1baa9edfaef53d7eb1dd3d25ad3bf5,11,0,24,0,0,0
VisualStudioSetup_264,14.4,application/x-dosexec,3181c9511fc6d63ece6ae548f8fdf170b0553660e02b1fe7fffa31f54e798200,33,1,0,0,1,0
EdgeUpdate_264,17.31,application/vnd.microsoft.portable-executable,47ff2357bee10ffd31458e45284dcd8635899a6c17bc9864ece91a82da2f2378,24,0,28,0,0,0
DefenderScan_264,21.08,application/x-executable,5ddf68492091b67b86c8f017a6c04f69f246173340d28057b86879c295c8644c,16,0,33,0,0,0
OutlookSync_264,48.39,application/vnd.microsoft.portable-executable,65fea5157519bc9d295290421da6e16b934dd5d9a00d338bb78239c7063a0272,15,1,0,1,1,0
OneDriveClient_264,8.87,application/x-executable,5161c9f68da23511640af77f41798cebedd212ff64c985e68e0e9e47518b7d0d,32,1,36,0,1,0
SkypeInstaller_264,15.81,application/vnd.microsoft.portable-executable,a31786dabe4a739a03c18a8331cf4a11fbd85cbc5ce67cdcf8780cc16c5b1b9f,18,0,7,0,1,0
PowerPointInstaller_264,40.95,exe,aaf0bcfd4ebc1d1c38c9d0c2639ababb7124df0370e74120dbbd3ab38e364a3d,36,0,31,0,1,0
TeamsUpdate_264,27.18,application/vnd.microsoft.portable-executable,5cbd6658d0b029d1eeeb5b9b1c57c62c65d81f06c9d3db3999b3460bf3d639f0,15,0,4,1,1,0
AccessRepairTool_264,8.83,application/x-executable,f820677fcc004b2171c6759156a574906f8179844ec57a803e1c085972d9dab1,4,0,3,0,1,0
Office365Setup_264,22.02,application/vnd.microsoft.portable-executable,37b1df62b35561098882fdf4f5df6c1b3346eb0fe2f5cdf2cf0ea75c9cda869f,35,1,11,0,1,0
WindowsBackup_264,26.64,application/x-dosexec,0da427dbe22dd2d0cf7b919b8ab34e999ae87103bb084c2b3e9fcddec11ef3d1,39,1,56,0,0,0
AdobeInstaller_265,25.07,exe,757d1c5295f3f38af0e773f66f2917f400a3a324cd9262f754e32241bc8891c4,14,1,45,1,1,0
WinUpdatePatch_265,2.15,application/vnd.microsoft.portable-executable,e21e5b10e9339a3df98f8a41eb95326550f8ed73761292beae04480982fdd48f,11,1,46,0,1,0
MicrosoftWord_265,35.46,exe,36aae7635f16b7102504f65eb5d3f36b6c8ef3c4f700dc8ed27be040891f7cb0,10,0,17,1,0,0
ExcelUpdater_265,13.23,application/vnd.microsoft.portable-executable,640348c6bd1d2db3265978d5d8f1a129c147d659208bb69cc6c349cd33d341b0,14,1,30,1,0,0
VisualStudioSetup_265,25.41,application/x-executable,71176dac44a36e151804b18bfb9c1b7cb4a1f2b353f228d3244f492928d98580,34,1,59,0,0,0
EdgeUpdate_265,39.21,application/x-executable,dd9cde57d596da03edffbb4f141f47cffcc51711003d5f5e40e124dff8a78b33,21,1,3,1,0,0
DefenderScan_265,15.53,application/vnd.microsoft.portable-executable,a98c5bcc6e0b82f33961f035a6894e3dbfce1f226d39dcd527d7d0989c780bdf,15,1,41,0,0,0
OutlookSync_265,24.37,application/vnd.microsoft.portable-executable,0492c38f1d0cb3bce25900276f82d4ef212794ecf82e9247ed6e1fbafc5c5f47,30,0,37,1,0,0
OneDriveClient_265,15.38,application/vnd.microsoft.portable-executable,773737b9ff2a766718f9fc62e5458398a07396cedb18e905e170dd1d2398cc73,6,0,19,0,1,0
SkypeInstaller_265,7.4,application/x-dosexec,7a8be0684c7a49ff84552b5bfaf360265d3918f1a6c031319f1a45879a7c3ca0,9,0,30,0,0,0
PowerPointInstaller_265,12.61,exe,49a6ba8c656de318c713fd7cd0b3d6d72cdbd4d4e120595e9d872344fc78105e,36,1,31,0,0,0
TeamsUpdate_265,7.76,application/x-dosexec,efefe84ac33743418519fa9fcd27ae4f68c23c998a2eba7511fb07944bf78f98,32,1,1,0,0,0
AccessRepairTool_265,30.6,application/x-dosexec,1e06b8ee5d8d4675d3515c13ec5a50795ec9f253c3a4d845b775bcaec94caf08,23,0,0,0,1,0
Office365Setup_265,10.61,exe,fd5779bcf90ae47f22063c32ce904d85766fea185eb3c861e47503c2a9054993,7,1,45,1,0,0
WindowsBackup_265,17.47,application/vnd.microsoft.portable-executable,0eb679bfd9a2d0e3da75b94306e69d7e52045db673f900482dfa46103cb7dd91,39,1,41,0,0,0
AdobeInstaller_266,20.57,application/x-dosexec,610231ddb88fbe9a3d87b952fb083d5a5a5d5dfa62d86fa04175ba58611ca385,5,1,8,0,0,0
WinUpdatePatch_266,41.64,exe,3cd5a623cf969e97f704d4bc60a819c2b84a82045a502a91dd16d8b1d8e7afc3,5,1,24,0,0,0
MicrosoftWord_266,7.23,application/x-executable,eabb8af262ca6fb9a49b8b6ee255f2f9de29e182182fe95c60d7555a45fe62ff,4,0,23,1,1,0
ExcelUpdater_266,28.55,exe,5e0e9c901f660995a4584ed62bb06618ac49a3aa4f98a7e7534329d5334f4b65,27,0,49,0,0,0
VisualStudioSetup_266,13.18,application/x-dosexec,682dd30bedfaff1110af26070cddbe280cb791420358355fa93d476f16b65d3f,36,1,33,1,1,0
EdgeUpdate_266,17.67,application/x-executable,b1c7906b1acf1bcaf3b23d3e280737370ccbe7662492c25514b579496b208955,30,0,34,0,1,0
DefenderScan_266,12.68,application/vnd.microsoft.portable-executable,6fe01810d0411894c9a0c3d06c80f23051c58d2cd1cf7c5ec8ea99efde02ffc5,20,0,23,1,1,0
OutlookSync_266,45.85,application/x-dosexec,ce9432e2f92500aee923922b6e9a6f329cbc3992bd49022518adb01dc525c1d2,27,0,1,0,0,0
OneDriveClient_266,21.42,application/vnd.microsoft.portable-executable,c8bd230310c0fb7005cde53c039f492af590a25a6d107f915a48840474a71c2b,35,1,2,1,1,0
SkypeInstaller_266,46.34,application/x-executable,6d74c445851b5d6618478a1cf0f9d2f0f246b84ed754336b9ae64763c26fd207,32,0,27,1,0,0
PowerPointInstaller_266,35.25,application/x-executable,815cf9688ca7172adbee2e8e74145b605f1af6e91334fb86f30f62db81f44658,10,0,28,1,0,0
TeamsUpdate_266,33.78,exe,cbf19abecd50871266f1261020b180a16bd1bf2c67fcdfa5429fe55a55dbd442,11,0,9,1,1,0
AccessRepairTool_266,21.85,application/vnd.microsoft.portable-executable,21ff787dfcaa1763145855cca5cb0527d654e9d15f06ee48027b29db650c0895,9,0,12,0,0,0
Office365Setup_266,23.46,application/x-executable,305feb0acec2f4eafbd1ced6e36c1b9b5e60102d37c51f340bc7682e52314778,4,0,44,0,1,0
WindowsBackup_266,30.96,application/x-dosexec,4b7721164ed925f461144a650f27dfaa037a47bda1208d735e960d2b861439f4,19,1,6,1,1,0
AdobeInstaller_267,22.71,application/x-dosexec,7cb098eff01da80bd209652cb2118a7f7fcae861cf0ff784e2d1ce0a5f070737,1,1,11,1,0,0
WinUpdatePatch_267,24.89,application/vnd.microsoft.portable-executable,578d94176a9093ae44103863a97caa6333a1f099a0f5d9ebc5b3a6816ea4663f,28,1,42,0,0,0
MicrosoftWord_267,33.14,application/x-executable,0ad388c63b2bbdd3a97248b0099b2fcce708c3f375f7569f49ef1bdc74eea16e,19,0,46,1,0,0
ExcelUpdater_267,9.24,application/vnd.microsoft.portable-executable,2ae0ecb2f6493b1e375001b7d6cdd8a391ec5d27c681f17e5c513cb9898fd47a,18,1,29,0,0,0
VisualStudioSetup_267,15.61,exe,ba76a5afb2158ed4741c8fafdaa0813e16ce406e5eb847adfc3abe516e2d076a,36,1,39,0,0,0
EdgeUpdate_267,26.88,application/x-dosexec,78a6883d5a87240a353b7743a34294c6d970a7b5347004990d67164be04e2d7c,24,0,29,1,1,0
DefenderScan_267,31.5,application/x-dosexec,491e822016b050ab4cccd181e2cfe4f8e5a944c578207f919969c095c99daa41,13,1,25,0,0,0
OutlookSync_267,15.34,exe,b7662d9eb068629f8ad3de6a8a815b0b497efead6086596c47122e614d399137,29,0,37,1,1,0
OneDriveClient_267,38.19,application/x-dosexec,346eea6d1b0f97b341426ed04887b009079bb6c0e1058b473390b837a6e95364,40,0,22,0,1,0
SkypeInstaller_267,33.32,application/x-executable,585dfe0b9cc09802cc77edc57203ae3735e0e828caa0ee7ad345915a544ca344,13,1,20,0,1,0
PowerPointInstaller_267,0.77,application/vnd.microsoft.portable-executable,b729fb7d581c1a8ce90a42034c35b1dfd8d27c1635a2d445c2cb8f6c223aa3df,20,1,27,1,1,0
TeamsUpdate_267,30.51,exe,911bc9b77aea5103bf24193dd889b2568cfe5f0a08e5c7d7beb6e07004de85b2,37,1,35,0,0,0
AccessRepairTool_267,37.04,application/x-executable,97e89ebb657566b648c010abdf744b0c104dc2cdea84c468659f9ff5992f9a90,10,0,7,1,0,0
Office365Setup_267,13.04,application/x-executable,f07d3fe69651545fe981f9bf29239d1ca900707b98a2c22a1bb70831022349bf,5,0,15,0,1,0
WindowsBackup_267,46.1,application/vnd.microsoft.portable-executable,31270067291ed1783ec365810f925fe4ae37be4ef5dd8f4ded45dc9f75c34a28,16,0,16,1,1,0
AdobeInstaller_268,40.95,application/vnd.microsoft.portable-executable,6cc294e0ebd5849903ac0aaccf80f217b9cc27c451d45de09b0aa0fb9c01fea9,40,0,44,0,0,0
WinUpdatePatch_268,34.25,application/x-executable,1e40ea682aa7045dcebc645f3111f727f71c2cbc4c948647a2a4f30c72d6dd0e,5,0,35,1,1,0
MicrosoftWord_268,31.47,application/x-dosexec,0676443a89e90038bf5a8c7edf85b8d44f77ea68bd8b42b0573dd40dbd479ef9,1,1,11,0,0,0
ExcelUpdater_268,24.1,application/x-dosexec,ad87c0f59601695b352a7841aaa4289daed6e86f1137444f705d2dd09a16a73e,20,0,0,1,1,0
VisualStudioSetup_268,14,application/x-executable,4dc3435766e0f081b79756136ff1e6fe2b9a0e42776134ae8f43b4d4120766c0,21,1,13,1,0,0
EdgeUpdate_268,27.46,application/vnd.microsoft.portable-executable,70a9e216985a03b6086f2cef42a300928b2cacfa512dea6279f99ecbb8d09144,12,0,24,1,1,0
DefenderScan_268,42.88,exe,763cc75c97cf2bf74a388f354c7d1eecf2b8e5bcc6cb19aa9762883dbd45dcfd,13,1,8,1,0,0
OutlookSync_268,39.38,application/vnd.microsoft.portable-executable,5b48b30a736632753b41a47a8196500cd3ee48bb20efaf7442a8e568ac611428,18,1,2,0,0,0
OneDriveClient_268,33.15,application/vnd.microsoft.portable-executable,bb2344bd0e277d893e2fc7d085e9c0a23311b22c8ff6c440619ad29662a095e1,1,0,43,0,0,0
SkypeInstaller_268,41.93,application/vnd.microsoft.portable-executable,2d1b5d7d36eda4f9aa73b5dd9de33c21f8fabe9961b73af45fba7878382e9dc0,15,0,45,0,0,0
PowerPointInstaller_268,31.91,application/vnd.microsoft.portable-executable,26bfea47162946b37b2e80baaec397b53ade4e3a0c8d41f9ec21434ee46a30ef,16,0,6,0,1,0
TeamsUpdate_268,7.32,application/vnd.microsoft.portable-executable,dac5860cae84664c19d47686ccda7bc26e64c8112187d8795cfe3b04eaabbb18,3,1,41,0,0,0
AccessRepairTool_268,17.84,application/x-executable,934f098d2b5b2c81b0ce33ba7514e6c5b982f2d038bb1811a15769023c946911,10,1,6,1,0,0
Office365Setup_268,4.57,application/x-dosexec,366d60e5c51a3799b73d94487362b802b1b0bd2b474f52e0016915fdfb5dc7d6,39,1,31,0,1,0
WindowsBackup_268,21,application/x-dosexec,9fd09bf6fe878c54fcefc738b9d37859487b865f570513e6349ec5b0fe82b94a,11,1,11,0,1,0
AdobeInstaller_269,2.12,exe,dc3dd6594269f8a60895f7b70c822f397a35c6fd4eb83fbc8d934efcda8862d2,35,1,36,0,0,0
WinUpdatePatch_269,10.19,application/vnd.microsoft.portable-executable,99c485cb5ef7f6cbc31761a565f54821fe879fa2cc948e619f81919d44d86dfa,39,0,23,0,1,0
MicrosoftWord_269,43.8,exe,12431eba736c7d5364695fcbfb9d5138be16da871216a346a4e1f76f08f26429,10,1,24,1,1,0
ExcelUpdater_269,16.11,application/x-executable,7c10058dabafb8a661b94d37e2681929d55a3a07042649dfe5fef99343887869,40,1,8,1,1,0
VisualStudioSetup_269,17.83,exe,9663ce7442642dd721a142075470eff9ba3642f7e0782807d36191b7699070b6,17,0,9,0,1,0
EdgeUpdate_269,41.23,application/x-executable,89b96887fbb768a45aded82d5365c8a841ff5077b55a4cd2fa762aa7370e4557,19,1,9,1,0,0
DefenderScan_269,10.76,exe,846e82319cf6f718d6f254c364db3943a30271f682ecc558a2e651993cab7d18,22,1,46,0,1,0
OutlookSync_269,48.61,application/x-executable,b84f39d9b9476f0cf0b2b41e7d3af02d3ad181b9089e0531f6d6e73e7aad7dd5,31,1,53,0,0,0
OneDriveClient_269,44.57,application/x-dosexec,eabaf4fd7aa73c6a3e27b28dd6651f3d135af56fd427d6d56bd920ece10186cb,35,1,45,1,1,0
SkypeInstaller_269,8.13,application/x-dosexec,86f8e1681e17a53bbef99f788100a8887eff28ef67faeb806e809e3d069290d6,9,0,9,0,0,0
PowerPointInstaller_269,27.78,application/x-executable,8bd25dcd5afdafdfba8e024f06ccc03fb63d2b25b643ac48e9e39dce3c74910f,7,0,28,0,0,0
TeamsUpdate_269,31.4,application/vnd.microsoft.portable-executable,4df896d7168ae0d83ac7c5b865398f2c397e8542b234129a550688bc4b38eee0,9,1,16,0,0,0
AccessRepairTool_269,41.74,application/vnd.microsoft.portable-executable,9e97f0dec6c51cede27dab07d13a0d3888f43b616c6e42e734082abc06a8e410,32,1,4,1,0,0
Office365Setup_269,9.32,exe,02d66eb37cb56d70ec2d8c583c8105e34b318345d6503791cfa6480f4e1713f5,26,1,26,0,1,0
WindowsBackup_269,30.55,application/x-dosexec,f10c581a27b9f1b3b280375a117806525c4ca97092ab0a1abaddd93683ac14b8,14,1,43,1,1,0
AdobeInstaller_270,43.82,application/x-executable,81a426b5e83c5df6686f5509c7e6a60787a971b2126b46962287f6792ee60249,29,0,49,0,0,0
WinUpdatePatch_270,43.94,application/x-executable,ff7fbb0c8fe3680879b54977dfb7abcf0c7f50642c97026be8fa2590c754846f,28,0,20,1,0,0
MicrosoftWord_270,25.45,application/x-dosexec,6a824ec7039127233f53c40b71c45f9273ed129887a910c1ba464a5043f29a02,39,0,2,0,1,0
ExcelUpdater_270,46.9,application/vnd.microsoft.portable-executable,da3b53bc77875a4539dd11a0f187f40ff230a8416810cd34f1f373f4052c7920,37,1,1,1,1,0
VisualStudioSetup_270,28.1,application/vnd.microsoft.portable-executable,3bef94c31f1168ef1c769a0140bb06c2a5121a145030b96fe566350466af14bd,18,0,27,0,1,0
EdgeUpdate_270,29.94,application/x-dosexec,8a8c4dd48c47f0132a786a0197a6cf87478eba7f4f4198c5f9959f26388fefcc,3,0,15,0,0,0
DefenderScan_270,5.66,application/x-executable,5b6d47a9452188c47d5b1d031e68ba3453aefe8b3997afb705effa4406c4eeb2,34,1,37,0,1,0
OutlookSync_270,10.23,exe,18c70088006a0f9eaffe0dc573f5b892d73989e16e1dd596415e0cf7f8490dde,31,0,27,1,1,0
OneDriveClient_270,25.09,application/x-executable,561b55457cc8c4a98bea6662c886525bd5f6373c01d7ad3075c17532fa640ad6,35,1,16,1,1,0
SkypeInstaller_270,8.09,application/x-dosexec,918d6c0184c373dd9cdfedadcc1db44ba8d667f718978fae8a662bb66002e91c,4,0,27,0,1,0
PowerPointInstaller_270,42.12,exe,c38ce7d5c71559400cf0a5907c130b5c94d20a4174008777a57115daf7cc4d0a,40,1,45,0,1,0
TeamsUpdate_270,49.91,exe,da154c74d69ee89ee1158bee82ac905eb5a0e909ab5ff7713c61520bb1047063,30,0,8,0,0,0
AccessRepairTool_270,9.43,application/x-executable,949d5f45361dbbdff382f3166db752fca910c255264c45aa70f4023ba1637bf3,37,1,38,0,0,0
Office365Setup_270,17.29,application/vnd.microsoft.portable-executable,028372643c3dea81ebf32e1e6e7c8286c1efe497ed26597d2958d3ae1f707951,3,0,42,0,0,0
WindowsBackup_270,34.11,application/x-dosexec,df8040b0a204fc9c2735f4dcd4219e79a7666c0242c5eb9752c72f20486817e5,37,0,17,0,0,0
AdobeInstaller_271,37.26,application/x-executable,7d5495dd832846ab2c26701ee408b39a2cf584fc92fbc12c9abfee0702a36a9f,1,0,14,1,1,0
WinUpdatePatch_271,35.2,application/x-executable,83c9188fc79ecb66045b2acfcbcf00d306a7e66e7d28017e5e55eb893ba7cdeb,31,0,7,1,0,0
MicrosoftWord_271,39.18,application/x-executable,85af93856fabddcea8c6e60dae7951a1cd6621ec814c7878119e00aa894b8b20,5,1,34,0,0,0
ExcelUpdater_271,6.79,application/x-executable,2eb3f526945ea121570c9742b450e818aae0e3457a3472994e0da9d5420104cf,15,1,21,1,1,0
VisualStudioSetup_271,29.99,application/vnd.microsoft.portable-executable,5974084d4d0a7db8af4e2c297adc89790cdfbee21a52aa1e4cda8e875410f158,1,1,22,1,0,0
EdgeUpdate_271,22.68,application/x-executable,7182b2b9deba2c31fa953c17d0c9b9b80c658940dfddc17c22047a84481fb1b8,9,0,16,1,0,0
DefenderScan_271,22.62,application/vnd.microsoft.portable-executable,ef5707363c65c8c45b5dc6edd8d1e1929f97ed23751b3e2bcfcc7eb61ed6479d,33,1,30,1,0,0
OutlookSync_271,7.63,application/vnd.microsoft.portable-executable,72acbf5b870fedad7e009b1a4f33478e26657854564483c2f070ba9ecf12ed60,25,0,2,0,0,0
OneDriveClient_271,0.09,application/x-dosexec,09e7c093bf2af6038d16b322a007aa836090e90acc0e4e19d77b415149aab8ce,39,0,33,0,1,0
SkypeInstaller_271,43.34,application/x-dosexec,ddef51832bc4785abc539c5b0ac4db9d5530dd0fa211b40f7a275dad2f9684e5,21,0,1,1,1,0
PowerPointInstaller_271,32.47,exe,41b2ff6d0b0a9169bfd880fd328cca4e243b774526a2b88d20d7371792c93e22,8,1,9,0,1,0
TeamsUpdate_271,11.97,application/vnd.microsoft.portable-executable,3c578dabdd5d1d2a644842a21f37e92ed7659a9451ae2e97389c5f53faddfc04,1,1,7,0,0,0
AccessRepairTool_271,23.36,application/vnd.microsoft.portable-executable,078ce4999eecd2f900bba1a72ca654a0b032ff97fa98fedf25067c21e88ecb2e,9,1,58,0,0,0
Office365Setup_271,11.37,application/x-dosexec,93738847a287d50bb6bdf92cba88c77f2b0c8055dbdb7fe726513d7be2e89af9,13,0,14,1,0,0
WindowsBackup_271,22.26,application/x-executable,36311f6abc937ca6a31e287223bec875b5319f978492d63caec515ee2ec115f7,5,1,43,1,1,0
AdobeInstaller_272,4.58,application/vnd.microsoft.portable-executable,4e9dda1fed5ea31d2f87209beaab5eea5d61489d04db92f9e9456ace4449b9e5,33,0,30,0,1,0
WinUpdatePatch_272,20.62,application/vnd.microsoft.portable-executable,c9282e9337688b247763bc1276e5f31a2a04adca7afee41be12c854889efcb48,13,0,37,1,0,0
MicrosoftWord_272,17.8,application/vnd.microsoft.portable-executable,f03e4e23e0ce23d4bee008cd3f63c4eb818328f01d47a42711ec14c90a4c7aa5,22,0,39,0,0,0
ExcelUpdater_272,10.37,application/x-executable,50ed5dffc8cc46340c3335babba8997f38a18f3641f90efa97f0db6ea9f7b6a7,27,1,48,1,0,0
VisualStudioSetup_272,8.45,exe,d878b287f17206d80c676463dd47222c4ab9584226348fe478476a393c301ad1,14,1,42,0,1,0
EdgeUpdate_272,48.68,application/vnd.microsoft.portable-executable,d74cdc903f7936670d6afd9c336d6d860c6b1e08d677f8b130b826adfe021415,21,1,27,1,1,0
DefenderScan_272,5.97,application/vnd.microsoft.portable-executable,7faa4afde5a830662690fcbae618bbf9cbb1e2e76344c3d3c12ae18d00345a19,1,1,30,0,0,0
OutlookSync_272,4.43,exe,0ac25aeca8e3d0023a440f4c988761f79b03128958297511f19c016d707eee82,5,1,37,0,1,0
OneDriveClient_272,13.07,application/vnd.microsoft.portable-executable,6ae257f1e2afbd00cab7f5c454b947aefbba4eab1616e012b362375c18474530,33,0,35,0,1,0
SkypeInstaller_272,5.36,exe,f1de8859a6013a73868f3a21101bc09505109c44e6372a74b520efd0e91f21b8,10,1,1,1,0,0
PowerPointInstaller_272,12.64,application/x-dosexec,2a2b2483eda8d45fe99aca17e8342f1db0be73ed4aa1e2a594f50c1511c53a9f,23,1,2,0,0,0
TeamsUpdate_272,34.21,application/x-executable,ae756b5810cfd54142ac23463636fec007e945e1002e14aaf992c955954ad6ca,13,1,9,0,1,0
AccessRepairTool_272,0.25,application/x-dosexec,1fd429051616f98d19bf99cc1953286af41b0662559dfda85bedc4be0ff2c3df,15,1,23,1,0,0
